8809879302664,샤또 가쟁 포메롤 2011,0,0,France - Red,France,,,Chateau Gazin Pomerol 2011,,,2022-11-29 16:20:10,1
2088392694432,샤또 오브리옹 프르미에 그랑 크루 클라쎄 2017,0,1450000,France - Red,France,Blend,,Chateau Haut-Brion Pessac-Leognan(Primer Grand CRU Classe) 2017,,,2022-02-28 14:17:46,1
8802340295199,샤또 라피트 로칠드 뽀이약 2017,0,2200000,France - Red,France,,,Chateau Lafite Rothschild Pauillac 2017,,,2022-10-13 16:48:23,3
2035646314349,샤또 라뚜르 프르미에 그랑 크루 클라쎄 뽀이약 2006,0,0,France - Red,France,,,Chateau Latour Premier Grand CRU Classe Pauillac 2006,,,2022-11-17 22:15:46,1
2013811212874,샤또 라뚜르 프르미에 그랑 크뤼 클라쎄 뽀이약 2012,0,2200000,France - Red,France,,,Chateau Latour Premier Grand CRU Classe Pauillac 2012,,,2022-11-17 22:20:51,2
2089271032208,샤또 마고 프르미에 그랑 크뤼 클라쎄 마고 2015,0,3550000,France - Red,France,,,Chateau Margaux Premier Grand CRU Classe Margaux (Gold Label) 2015,,,2022-11-17 22:30:33,1
3700651904234,샤또 마고 프르미에 그랑 크뤼 클라쎄 마고 2017,0,2500000,France - Red,France,,,Chateau Margaux Premier Grand CRU Classe Margaux 2017,,,2022-11-17 22:25:28,2
2061667067803,샤또 마고 프르미에 그랑 크루 클라쎄 2013,0,1500000,France - Red,France,Blend,1300000,Chateau Margaux(Primier Grand CRU Classe) 2013,,,2022-02-28 14:10:49,1
2056548088121,샤또 무똥 로칠드 뽀이약 2014,0,0,France - Red,France,Blend,,Chateau Mouton Rothschild Pauillac 2014,,,2022-04-11 18:41:43,1
2035017924207,샤또 무똥 로칠드 뽀이약 2018,0,0,France - Red,France,Blend,,Chateau Mouton Rothschild Pauillac 2018,,,2022-04-11 18:45:08,0
3700446513122,샤또 뽕떼 까네 뽀이약 2013,0,295000,France - Red,France,,,Chateau Pontet-Canet Pauillac Grand CRU Classe 2013,,,2022-11-29 15:56:55,2
3661419319205,샤또 딸보 까이유 블랑 2019,0,0,France - White,France,,,Chateau Talbot Caillou Blanc 2019,,,2022-10-28 15:18:50,1
3661419119201,샤또 딸보 생-줄리앙 그랑 크뤼 클라쎄 2019,0,280000,France - Red,France,Blend,,Chateau Talbot Saint-Julien Grand CRU Classe 2015,,,2022-10-11 16:14:02,0
2040289429176,샤또 딸보 생-줄리앙 그랑 크뤼 클라쎄 2015,0,0,France - Red,France,,,Chateau Talbot Saint-Julien Grand CRU Classe 2015,,,2022-11-29 16:06:47,0
3760167974718,샤또 데스끌랑 위스퍼링 앤젤 2020,0,58000,France - Rose,France,Blend,,Chateau d'Esclans Whispering Angel Rose 2020,,,2022-03-01 16:52:49,3
3219850045377,샤또 드 뫼이예 쥬브레 샹베르땡 '라 저스티스' 2019,0,225000,France - Red,France,,,Chateau de Meuilley Gevrey Chambertin Rouge 'La Justice' 2019,,,2022-10-19 15:39:45,3
8809552081305,끌로 뒤 발 나파밸리 멜롯 2018,0,150000,U.S.A - Red,U.S.A,Merlot,,Clos du Val Napa Valley Merlot 2018,,,2022-09-19 17:55:51,3
9418408080011,클라우디 베이 피노누아 2019,0,98000,NewZealand - Red,NewZealand,Pinot Noir,,Cloudy Bay Pinot Noir 2019,,,2022-03-17 19:40:17,2
9418408030016,클라우디 베이 쇼비뇽 블랑 2021,0,88000,NewZealand - White,NewZealand,Sauvignon Blanc,,Cloudy Bay Sauvignon Blanc 2021,,,2022-02-28 17:02:50,2
9418408030016,클라우디 베이 쇼비뇽 블랑 2022,0,88000,NewZealand - White,NewZealand,Sauvignon Blanc,,Cloudy Bay Sauvignon Blanc 2022,,,2022-11-15 16:27:40,8
2074623787479,클라우디 베이 테 코코 2019,0,185000,NewZealand - White,NewZealand,,135000,Cloudy Bay Te Koko 2019,,,2022-04-05 00:00:34,18
8033844400455,꼴라찌 토스카나 2018,63800,0,Italy - Red,Italy,,,Collazzi Toscana 2018,,,2022-12-13 15:49:25,3
8809990237012,코스모스 에일 (블레어 드 샴페인),0,45000,Original Beer Company,OB Company,,,Cosmos Ale (Blere de Champagne),,,2022-05-23 22:52:23,2
3432703921196,쿠퍼리 그랑크뤼 클라쎄 샴페인,0,180000,France - Sparkling,France,,,Cuperly Grand CRU Classe Champagne,,,2022-10-18 15:22:32,1
9300752203539,디 보톨리 쁘띠 모스카토 후리잔테,0,55000,Australia - Sparkling,Australia,Muscat Rouge,,De Bortoli Petit Moscato Frizzante,,,2022-10-20 16:46:56,6
082242013079,디오라 라 페팃 그레이스 피노누아 2018,0,85000,U.S.A - Red,U.S.A,Pinot Noir,,Diora La Petite Grace Pinot Noir 2018,,,2022-04-12 17:47:36,2
082242015486,디오라 샤도네이 2019,0,85000,U.S.A - White,U.S.A,Chardonnay,55000,Diora La Splendeur Du Soleil Chardonnay 2019,35000,아영,2022-03-04 18:14:27,4
2001600133066,돔 페리뇽 빈티지 2012,0,550000,France - Sparkling,France,Blend,360000,Dom Perignon Brut Champagne 2012,285000,,2022-03-10 19:29:42,-1
3185370698372,돔 페리뇽 플레니튜드2 빈티지 2003,0,0,France - Sparkling,France,,,Dom Perignon Planitude 2 Vintage 2003,,,2022-10-04 16:44:43,1
8809839144167,도멘 앙또냉 귀용 본 끌로 드 라 숌므 고프리오 모노폴 2018,0,150000,France - Red,France,,,Domaine Antonin Guyon Beaune Clos de La Chaume Gaufriot Monopole 2018,,,2022-11-29 16:02:48,2
8809552088373,도멘 앙또냉 귀욘 볼네이 프리미에 크뤼 '끌로 데 센느' 2018,128150,200000,France - White,France,,,Domaine Anyonin Guyon Volnay 1er CRU 'Clos des Chenes' 2018,,,2022-12-08 15:29:16,3
2027553571250,도멘 베르타냐 부르고뉴 샤도네이 '레 크로 블랑쉐' 2018,0,99000,France - White,France,Chardonnay,,Domaine Bertagna Bourgogne Chardonnay 'Les Croix Blanches' 2018,,,2022-04-14 15:46:10,0
2063117634146,도멘 샹동 드 브리아이유 그랑 크루 꼬르똥 2018,0,800000,France - White,France,Chardonnay,,Domaine Chandon de Briailles Corton Grand CRU Blanc 2018,,,2022-03-01 16:50:06,1
8809802664517,꼬쉬듀리 메르소 2019,0,1950000,France - White,France,Chardonnay,1950000,Domaine Coche-Dury Meursault Blanc 2019,,,2022-03-22 17:45:15,1
2075639509604,도멘 자크 프리외르 제브래 상베르땡 프리미에 크뤼 2019,0,350000,France - Red,France,,,Domaine Jacques Prieur Gevrey-Chambertin 1er CRU 2019,,,2022-07-21 16:26:04,1
2000611701783,도멘 장 페리 사비니 레 본 '쑤 라 까보뜨' 루즈 2020,49500,120000,France - Red,France,,,Domaine Jean Fery Savigny Les Beaune 'Sous la Cabotte' Rouge 2020,,,2022-12-08 15:40:25,2
8802340302873,도멘 조셉 로티 제브리샹베르땡 2018,139000,250000,France - Red,France,,,Domaine Joseph Roty Gevrey-Chambertin 2018,,,2022-12-08 15:15:42,2
8809847550608,도멘 레셔노 쥬브레 샹베르땡 2019,0,0,France - Red,France,,,Domaine Lecheneaut Gevrey-Chambertin 2019,,,2022-09-07 19:45:09,0
8809802662858,도멘 르플레이브 부르고뉴 2019,0,220000,France - White,France,,,Domaine Leflaive Bourgogne 2019,,,2022-11-30 17:00:07,1
8809802662889,도멘 르플레이브 뫼르소 프르미에 크뤼 '수 르 도 단' 2019,0,580000,France - White,France,,,Domaine Leflaive Meursault 1er CRU 'Sous Le dos d'Ane' 2019,,,2022-11-30 16:58:33,1
8809802662872,도멘 르플레이브 퓔리니 몽라쉐 프르미에 크뤼 '클라브와용' 2019,0,580000,France - White,France,,,Domaine Leflaive Puiligny-Montrachet 1er CRU 'Clavoillon' 2019,,,2022-11-30 16:56:17,1
3485851252285,도멘 미아 끌로 드 라 마르슈 메르뀌레 모노폴 2019,48000,135000,France - Red,France,,,Domaine Mia Clos la Marcge Mercurey Monopole 2019,,,2022-06-07 17:59:58,0
3485851252308,도멘 미아 메르뀌레 '레 로쉐' 블랑 2019,49500,0,France - White,France,,,Domaine Mia Mercurey 'Les Rochelles' Blanc 2019,,,2022-12-08 15:42:53,6
3485851252162,도멘 미아 뤼이 '레 플랑뜨네' 블랑 2019,0,115000,France - White,France,Chardonnay,,Domaine Mia Rully 'Les Plantenays' 2019,,,2022-06-07 16:55:24,0
8809802664104,도멘 미쉘 그로스 샹볼뮈지니 2019,0,0,France - Red,France,,,Domaine Michel Gros Chambolle-Musigny 2019,,,2022-10-25 16:49:49,1
8809802664142,도멘 미쉘 그로스 본 로마네 프리미에 크뤼 끌로 데 레아 160주년 기념 2019,0,0,France - Red,France,,,Domaine Michel Gros Vosne Romanee(Cote d'Or) 1er CRU Clos des Reas 160th Millesime 2019,,,2022-10-25 16:55:30,1
2051182406256,도멘 미쉘 노엘랏 끌로 드 부조 그랑 크뤼 2017,0,495000,France - Red,France,,,Domaine Michel Noellat Clos de Vougeot Grand CRU 2017,,,2022-04-18 18:01:44,1
2007949657140,도멘 미쉘 노엘랏 꼬또 부르귀뇽 2020,27500,0,France - Red,France,,,Domaine Michel Noellat Coteaux Bouguignons 2020,,,2022-12-08 15:33:54,1
2001948328148,도멘 미쉘 노엘랏 피쌩 2020,74800,0,France - Red,France,,,Domaine Michel Noellat Fixin 2020,,,2022-12-08 15:31:19,2
2074248613191,도멘 미쉘 노엘랏 뉘생조르쥬 프리미에 크뤼 '오 부도' 2020,242000,0,France - Red,France,,,Domaine Michel Noellat Nuits-Saint-Georges 1er CRU 'Aux Boudots' 2020,,,2022-12-08 15:38:03,2
2023756417845,도멘 니콜라 로씨뇰 부르고뉴 피노누아 2019,0,150000,France - Red,France,,,Domaine Nicolas Rossignol Bourgogne Pinot Noir 2019,,,2022-10-12 14:47:51,1
2093162889819,도멘 니콜라 로씨뇰 포마르 2019,0,220000,France - Red,France,,,Domaine Nicolas Rossignol Pommard 2019,,,2022-10-12 14:37:38,0
2035577571446,도멘 페럿-미넛 끌로 부조 2007,0,655000,France - Red,France,,,Domaine Perrot-Minot Clos Vougeot 2007,,,2022-06-07 17:55:55,1
8809799339276,도멘 필립 샤를로팽 부르고뉴 꼬뜨 도르 2019,0,150000,France - Red,France,,,Domaine Philippe Charlopin Bourgogne Cote d'Or 2019,,,2022-11-29 16:04:54,1
3339011788018,도멘 레이비에 굴리 꼬스 데스뚜르넬 2017,0,180000,France - Red,France,,,Domaine Reybier Goulee Cos d'Estournel 2017,,,2022-11-08 17:32:48,2
2075058751936,도멘 뱅상 & 프랑코이스 주아르 샤샤뉴 몽라쉐 비에유 비뉴 2020,0,150000,France - Red,France,,120000,Domaine Vincent & Francois Jouard Chassagne-Montrachet Vieilkes Vignes  2020,68000,,2022-12-05 16:18:46,0
3443627813191,도멘 윌리엄 페브르 샤블리 2020,0,0,France - White,France,,,Domaine William Fevre Chablis 2020,,,2022-11-21 15:51:07,4
8809766950954,도멘 자비에 모노 부르고뉴 샤도네이 2019,0,145000,France - White,France,Chardonnay,,Domaine Xavier Monnot Bourgogne Chardonnay 'Les Grandes Coutures' 2019,,,2022-06-07 16:59:42,1
3760290640641,도멘 드 슈발리에 페삭-레오낭 그랑 크뤼 클라쎄 드 그레이브 블랑 2018,0,0,France - White,France,,,Domaine de Chevalier Pessac-Leognan Grand CRU Classe de Graves Blanc 2018,,,2022-10-28 15:23:16,0
2006260230193,도멘 부즈레이 부조 프르미에 크뤼 르 끌로 블랑 드 부조 모노폴 2019,0,380000,France - White,France,Chardonnay,280000,Domaine de la Vougeraie Vougeot 1er CRU 'Le Clos Blanc de Vougeot'(Monopole) 2019,,,2022-03-18 17:47:13,1
3219850045063,도멘 데 로리에 부르고뉴 피노누아 2019,0,75000,France - Red,France,Pinot Noir,,Domaine des Lauriers Bourgogne Pinot Noir 2019,,,2022-10-19 15:37:42,4
2063965309005,도멘 루즈 뀌에 부르고뉴 오뜨 꼬뜨 드 브엉 2019,0,95000,France - White,France,,,Domaine des Rouges Queues Bourgogne Hautes Cote de Beaune 2019,,,2022-12-08 15:46:57,6
8809627630490,도미니크 로랑 포마르 비에이 비뉴 2017,0,0,France - Red,France,,,Dominique Laurent Pommard Vieilles Vignes 2017,,,2022-09-07 19:31:44,1
3536650301008,이.기갈 샤또네프뒤파페 루즈 2017,0,0,France - Red,France,,,E.Guigal Chateauneuf du Pape Rouge 2017,,,2022-11-23 15:35:26,0
8019873924407,에디찌오네 판티니 넘버.20 2018,0,135000,Italy - Red,Italy,,,Edizione Fantini No.20 2018,,,2022-07-06 18:08:01,2
2073631799290,에릭 드 슐망 몽뗄리에 2019,53000,115000,France - Red,France,,,Eric de Suremain Monthelie 2019,,,2022-06-07 17:50:33,6
2049754271906,파일라 소노마 코스트 피노누아 2019,0,0,U.S.A - Red,U.S.A,,,Failla sonoma Coast Pinot Noir 2019,,,2022-11-28 14:50:49,0
8809706774268,파밀리아 토레스 마스 라 플라나 페네데스 2016,79200,0,Spain - Red,Spain,,,Familia Torres Mas La Plana Penedes 2016,,,2022-12-13 15:23:31,4
2056489934105,파밀레 카라벨로 바움 뫼르소 그랑 빈 드 부르고뉴 2018,0,330000,France - White,France,,,Famille Carabello Baum Meursault Grand Vin de Bourgogne 2018,,,2022-10-06 16:48:25,0
9339552000260,파머스 립 더 브레이브 쉬라즈 2015,0,0,Australia - Red,Australia,,,Farmer's Leap The Brave Shiraz 2015,,,2022-11-29 16:49:19,2
2052705249190,페도라 (쾰시),0,45000,Original Beer Company,OB Company,,,Fedora (Kolsch),,,2022-05-23 22:54:25,4
8410702055635,펠릭스 솔리스 무초 마스 비노 블랑코,0,0,Spain - White,Spain,,,Felix Solis Mucho Mas Vino Blanco,,,2022-11-29 15:45:49,4
8410702046992,펠릭스 솔리스 무초 마스 비노 틴토,0,55000,Spain - Red,Spain,,,Felix Solis Mucho Mas Vino Tinto,,,2022-11-29 16:54:12,1
8809591406916,프란코이스 마샄 아리스토스 두케사 다 그랑 샤도네이 뒤 칠레 2014,0,350000,Chile - White,Chile,Chardonnay,,Francois Massoc Aristos Duquesa' d'A Grand Chardonnay du Chile 2014,,,2022-06-09 17:05:03,1
8388766407960,쥬세페 파페티,0,58000,Italy - Red,Italy,Negroamaro,35000,Giuseppe Papetti Appassimento Negroamaro,,,2022-02-28 16:52:56,0
5010327000176,글렌피딕 12년산,0,0,Whisky,Whisky,,,Glenfiddich 12Years Single Malt Scotch Whisky,,,2022-10-13 17:02:08,3
5010327325125,글렌피딕 15년산,0,300000,Whisky,Whisky,,,Glenfiddich Aged 15Years,,,2022-06-30 15:57:33,2
2040453533821,글렌모렌지 18년 싱글몰트 스카치 위스키,0,400000,Whisky,Whisky,,275000,Glenmorangie 18Y,,,2022-03-18 19:01:28,1
5010494560282,글렌모렌지 10년산,0,220000,Whisky,Whisky,,,Glenmorangie Aged 10Years,,,2022-06-30 15:58:57,3
5010494574272,글렌모렌지 시그넷,0,550000,Whisky,Whisky,,,Glenmorangie Signet,,,2022-06-08 16:05:23,0
8802340283813,그랜트 버지 필셀 바로사 올드바인 쉬라즈,0,88000,Australia - Red,Australia,Shiraz,,Grant Burge Barossa Filsell Shiraz 2018,,,2022-02-28 16:40:21,2
3760023693807,앙리 뤼르통 샤또 브랑깡뜨냑 마고 2017,0,195000,France - Red,France,,,Henri Lurton Chateau Brane-Cantenac Margaux2017,,,2022-10-13 16:54:50,1
082184090473,잭 다니엘스 올드 넘버7 헤네씨 위스키,0,0,Whisky,Whisky,,,Jack Daniel's Jennessee Whiskey,,,2022-06-01 19:58:11,1
2055121848893,자크셀로스 이니셜 2020,0,0,France - Sparkling,France,Blend,,Jacques Selosse Initial Blancs Brut Champagne Grand CRU 'Avize' 2020,,,2022-03-01 17:36:32,1
2026393531066,자크셀로스 로제 브룻 샴페인 2020,0,0,France - Sparkling,France,,,Jacques Selosse Rose Brut Champagne 2020,,,2022-05-09 18:00:40,1
3260980010803,장-끌로드 부아셰 본-로마네 2019,0,0,France - Red,France,,,Jean-Claude Boisset Vosne-Romanee 2019,,,2022-04-18 17:56:56,0
8809799344393,장테 팡시오 부르고뉴 피노핀 2019,70400,110000,France - Red,France,,,Jeantet Pansiot Bourgogne Pinot Fin 2019,,,2022-12-08 15:25:22,2
8809799344430,장테 팡시오 제브리 샹베르땡 비에이 비뉴 2018,162800,250000,France - Red,France,,,Jeantet Pansiot Gevrey-Chambertin Vieilles Vignes 2018,,,2022-12-08 15:23:42,2
5000267024011,조니 워커 블랙라벨 12년산 블렌디드 스카치 위스키,0,0,Whisky,Whisky,,,Johnnie Walker Black Label Aged 12Years Blended Scotch Whisky,,,2022-06-01 19:48:44,2
5000267114279,조니워커 블루라벨 블렌디드 스카치 위스키,280000,0,Whisky,Whisky,,,Johnnie Walker Blue Label Blended Scotch Whisky,,,2022-04-21 17:42:13,2
084444100175,조단 알렉산더밸리 소노마카운티 카버네쇼비뇽 2017,0,0,U.S.A - Red,U.S.A,Cabernet Sauvignon,,Jordan Alexander Valley Sonoma County Cabernet Sauvignon 2017,,,2022-10-20 16:54:32,0
084444100168,조단 알렉산더밸리 소노마카운티 카베르네쇼비뇽 2016,0,180000,U.S.A - Red,U.S.A,Cabernet Sauvignon,,Jordan Cabernet Sauvignon 2016,,,2022-03-01 17:46:07,0
084444200189,조단 러시안 리버 밸리 소노마 카운티 샤르도네 2018,0,150000,U.S.A - White,U.S.A,Chardonnay,,Jordan Russian River Valley Sonoma County Chardonnay 2018,,,2022-10-20 16:56:03,3
857744001325,조셉 칼 조쉬 샤도네이 2018,0,0,Australia - White,U.S.A,Chardonnay,,Joseph Carr Josh Chardonnay 2018,,,2022-09-19 17:40:23,0
8809495031832,이니스프리 나파밸리 까베르네 쇼비뇽 2017,0,0,U.S.A - Red,U.S.A,Cabernet Sauvignon,,Joseph Phelps Innisfree Cabernet Sauvignon 2017,,,2022-02-28 16:34:39,0
010465008909,조셉 펠프스 이니스프리 나파밸리 카버네 쇼비뇽 2018,38500,0,U.S.A - Red,U.S.A,Cabernet Sauvignon,,Joseph Phelps Innisfree Napa Valley Cabernet Sauvignon 2018,,,2022-12-13 15:34:43,4
2088020466646,조셉 펠프스 인시그니아 나파밸리 이스테이트 글로운 레드와인 2018,0,900000,U.S.A - Red,U.S.A,Blend,,Joseph Phelps Insignia 2018,,,2022-02-28 14:15:41,1
1001112232074,K+L 엑설런스 나헤 리슬링(과실향이 풍부한) 2021,0,0,Germany-White,Germany,Riesling,,K+L Excellence Nahe Riesling (Feinfruchtig) 2021,,,2022-10-20 16:42:10,4
081584013174,캔달잭슨 빈트너스 리저브 카베르네 소비뇽,0,75000,U.S.A - Red,U.S.A,Cabernet Sauvignon,,Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 2019,,,2022-04-01 20:48:31,4
081584013105,캔달잭슨 빈트너스 리저브 샤르도네,0,75000,U.S.A - White,U.S.A,Chardonnay,,Kendall-Jackson Vintner's Reserve Chardonnay 2020,,,2022-04-01 20:45:10,3
8809380369620,키슬러 소노마 코스트 '레 누아제티에' 샤도네이 2020,0,250000,U.S.A - White,U.S.A,Chardonnay,,Kistler Sonoma Coast 'Les Noisetiers' Chardonnay 2020,,,2022-11-01 16:06:48,4
850786006198,코발 싱글 배럴 버번 위스키,0,0,Whisky,Whisky,,,Koval Single Barrel Bourbon Whisky,,,2022-06-01 19:37:01,1
3258064099370,크루그 그랑 퀴베 169 에디션,0,600000,France - Sparkling,France,Blend,,Krug Grande Cuvee Brut Champagne 169EME Edition,,,2022-03-01 17:27:57,3
8435300631517,라 베스티아 모나스트렐 2018,0,80000,Spain - Red,Spain,,,La Bestia Monastrell 2018,,,2022-07-28 16:10:27,0
3258431220000,로랑페리에 라 뀌베 브륏,0,0,France - Sparkling,France,Blend,,Laurent-Perrier la Cuvee Brut Champagne,,,2022-03-01 17:24:17,0
8005068002234,르 꼰떼쎄 스푸만테 퀴베 엑스트라 드라이,0,55000,Italy - Sparkling,Italy,Prosecco,,Le Contesse Sfumante Cuvee Extra Dry,,,2022-02-28 17:06:53,0
2041499773936,르 마르퀴스 드 깔롱 세귀르 쌩떼스테프 2018,0,0,France - Red,France,,,Le Marquis de Calon Segur Saint-Estephe 2018,,,2022-11-08 17:28:24,0
3700026430719,레 데쎄 뮈에트 피노누아 생 길험 2020,0,55000,France - Red,France,Pinot Noir,,Les Deesses Muettes Pinot Noir Saint-Guilhem-le-Desert 2020,,,2022-02-28 16:49:21,1
2035824012098,레 페를린 드 라퐁 로쉐 쌩떼스테프 2018,0,0,France - Red,France,,,Les Pelerins de Lafon-Rochet Saint-Estephe 2018,,,2022-11-08 17:34:56,1
2066063148088,로 스푸마토 토스카나 2019,0,0,Italy - Red,Italy,Sangiovese,,Lo Sfumato Toscana 2019,,,2022-09-07 19:16:47,5
5016840737216,로크 로몬드 12년산,0,250000,Whisky,Whisky,,,Loch Lomond Aged 12Years,,,2022-06-30 15:48:45,4
8809799338378,루이 팔몽 빌까르 살몽 브룻 블랑 드 블랑 샴페인 2008,0,0,France - Sparkling,France,,,Louis Falmon Billecart-Salmon Brut Blanc de Blancs Champagne 2008,,,2022-05-03 16:34:31,0
8809581267541,루이 쟈도 샹볼뮈지니 2018,0,0,France - Red,France,,,Louis Jadot Chambolle-Musigny 2018,,,2022-09-07 19:40:38,4
3566921001177,루이 라뚜르 부르고뉴 샤도네이 2020,0,0,France - White,France,Chardonnay,,Louis Latour Bourgogne Chardonnay 2020,,,2022-04-27 15:34:18,0
2098085724605,루이 라뚜르 샤블리 2020,0,110000,France - White,France,Chardonnay,68000,Louis Latour Chablis 2020,,,2022-04-04 16:29:49,0
3566921000774,루이 라뚜르 샤블리 2021,0,110000,France - White,France,,,Louis Latour Chablis 2021,,,2022-12-07 16:37:28,2
3114080043059,루이 로드레 크리스탈 브룻,0,850000,France - Sparkling,France,Blend,,Louis Roederer Cristal Brut Champagne(Millesime),,,2022-03-01 17:39:24,1
8032793972150,루카 보시오 모스까토 다스티,0,0,Italy - White,Italy,Muscat Blanc,,Luca Bosio Moscato d'Asti,,,2022-02-28 16:58:01,0
7804414381471,루이스 펠리페 에드워즈 까베르네 쇼비뇽 2021,0,49000,Chile - Red,Chile,Cabernet Sauvignon,,Luis Felipe Edwards Cabernet Sauvignon 2021,,,2022-06-24 15:45:14,14
